crime_id,date_rptd,date_occ,time_occ,area,area_name,crim_cd,crim_cd_desc,vict_age,vict_sex,vict_descent,location,lat,lon
230123522,2023-11-07,2023-11-06,1930,1,Central,330,BURGLARY FROM VEHICLE,21,F,H,400 S  SPRING                       ST,34.0488,-118.2500
230123536,2023-11-07,2023-11-06,1800,1,Central,330,BURGLARY FROM VEHICLE,44,M,O,800 S  OLIVE                        ST,34.0452,-118.2569
230220537,2023-11-07,2023-11-07,1700,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,H,500 S  UNION                        AV,34.0583,-118.2692
230716833,2023-11-07,2023-11-07,1020,7,Wilshire,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,M,B,400 S  BURNSIDE                     AV,34.0672,-118.3518
230123557,2023-11-07,2023-11-07,1233,1,Central,625,OTHER ASSAULT,25,M,B,700 S  FIGUEROA                     ST,34.0483,-118.2631
230617521,2023-11-07,2023-11-07,1215,6,Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,W,6600    HOLLYWOOD                    BL,34.1016,-118.3333
230319353,2023-11-07,2023-11-06,40,3,Southwest,330,BURGLARY FROM VEHICLE,36,M,B,3400 S  FIGUEROA                     ST,34.0215,-118.2868
230201108,2023-11-07,2023-11-07,330,2,Rampart,330,BURGLARY FROM VEHICLE,41,M,H,200    WITMER                       ST,34.0610,-118.2615
230220547,2023-11-07,2023-11-05,2100,2,Rampart,330,BURGLARY FROM VEHICLE,37,M,B,300 N  BEAUDRY                      AV,34.0622,-118.2523
230220542,2023-11-07,2023-11-03,930,2,Rampart,510,VEHICLE - STOLEN,0,X,X,1300 W  2ND                          ST,34.0609,-118.2586
230716811,2023-11-07,2023-11-06,1133,7,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,1300 S  LA BREA                      AV,34.0501,-118.3442
230123538,2023-11-07,2023-11-07,1730,1,Central,946,OTHER MISCELLANEOUS CRIME,61,M,W,500 S  SPRING                       ST,34.0467,-118.2520
230123524,2023-11-07,2023-11-05,1418,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,M,H,700 S  FIGUEROA                     ST,34.0483,-118.2631
230716802,2023-11-07,2023-11-06,100,7,Wilshire,330,BURGLARY FROM VEHICLE,29,M,A,5900    WILSHIRE                     BL,34.0637,-118.3562
230319408,2023-11-07,2023-10-29,1600,3,Southwest,624,BATTERY - SIMPLE ASSAULT,72,M,B,4000    DEGNAN                       BL,34.0118,-118.3314
230123566,2023-11-07,2023-11-07,2300,1,Central,761,BRANDISH WEAPON,30,M,B,7TH                          ST,34.0473,-118.2566
230716840,2023-11-07,2023-11-06,300,7,Wilshire,310,BURGLARY,22,X,X,7400    MELROSE                      AV,34.0836,-118.3511
230123558,2023-11-07,2023-11-07,2012,1,Central,510,VEHICLE - STOLEN,0,X,X,900 S  OLIVE                        ST,34.0437,-118.2582
230617526,2023-11-07,2023-11-06,47,6,Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,5800    HAROLD                       WY,34.0993,-118.3158
230716819,2023-11-07,2023-11-04,1745,7,Wilshire,480,BIKE - STOLEN,62,M,B,300 S  FULLER                       AV,34.0678,-118.3518
230716851,2023-11-07,2023-11-06,2200,7,Wilshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,X,X,6300    WILSHIRE                     BL,34.0665,-118.3662
230515587,2023-11-07,2023-11-07,1316,5,Harbor,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",36,F,H,1500 W  1ST                          ST,33.7434,-118.3098
230716790,2023-11-07,2023-11-06,1730,7,Wilshire,510,VEHICLE - STOLEN,0,X,X,300 N  GARDNER                      ST,34.0761,-118.3532
230716789,2023-11-07,2023-11-03,1200,7,Wilshire,510,VEHICLE - STOLEN,0,X,X,1300 S  VICTORIA                     AV,34.0480,-118.3281
230220826,2023-11-07,2023-10-28,235,2,Rampart,354,THEFT OF IDENTITY,26,F,B,700    COLUMBIA                     AV,34.0527,-118.2686
230319410,2023-11-07,2023-11-07,1230,3,Southwest,860,BATTERY WITH SEXUAL CONTACT,33,F,H,2800 S  FIGUEROA                     ST,34.0262,-118.2773
230617519,2023-11-07,2023-11-07,1110,6,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",62,M,W,6600    HOLLYWOOD                    BL,34.1016,-118.3333
230123560,2023-11-07,2023-11-07,2300,1,Central,761,BRANDISH WEAPON,32,M,B,7TH,34.0473,-118.2566
230716847,2023-11-07,2023-11-07,1725,7,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,M,O,7100    BEVERLY                      BL,34.0782,-118.3463
230319337,2023-11-07,2023-11-07,240,3,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28,F,B,4100    SANTA ROSALIA                DR,34.0124,-118.3435
230220550,2023-11-07,2023-11-06,820,2,Rampart,946,OTHER MISCELLANEOUS CRIME,43,F,H,1400    JAMES M WOOD                 BL,34.0508,-118.2683
230319345,2023-11-07,2023-11-07,400,3,Southwest,510,VEHICLE - STOLEN,0,X,X,3800    WESTSIDE                     AV,34.0171,-118.3271
230123526,2023-11-07,2023-11-01,2000,1,Central,330,BURGLARY FROM VEHICLE,45,M,W,1100 S  BROADWAY,34.0396,-118.2590
230716850,2023-11-07,2023-11-01,1620,7,Wilshire,886,DISTURBING THE PEACE,68,M,W,500    ALANDELE                     AV,34.0668,-118.3573
230716824,2023-11-07,2023-11-06,312,7,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,8100 W  3RD                          ST,34.0721,-118.3659
230716934,2023-11-07,2023-11-07,1530,7,Wilshire,237,CHILD NEGLECT (SEE 300 W.I.C.),2,M,H,400 N  HAYWORTH                     AV,34.0782,-118.3627
230319338,2023-11-07,2023-11-07,357,3,Southwest,310,BURGLARY,22,X,X,4100    CRENSHAW                     BL,34.0102,-118.3351
230716798,2023-11-07,2023-11-07,805,7,Wilshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),76,F,W,1200 S  ALFRED                       ST,34.0551,-118.3750
230124122,2023-11-07,2023-10-28,2130,1,Central,352,PICKPOCKET,33,F,W,200 N  GRAND                        AV,34.0573,-118.2474
230123575,2023-11-07,2023-11-07,1505,1,Central,888,TRESPASSING,0,X,X,600 S  FIGUEROA                     ST,34.0508,-118.2586
230123580,2023-11-07,2023-11-07,1445,1,Central,888,TRESPASSING,0,X,X,600 S  FIGUEROA                     ST,34.0508,-118.2586
230617537,2023-11-07,2023-11-07,700,6,Hollywood,330,BURGLARY FROM VEHICLE,44,F,H,1400 N  POINSETTIA                   PL,34.0962,-118.3483
230701018,2023-11-07,2023-11-07,2052,7,Wilshire,310,BURGLARY,47,M,W,200 S  LUCERNE                      BL,34.0711,-118.3248
230716999,2023-11-07,2023-11-07,1305,7,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,F,W,100 S  HARPER                       AV,34.0743,-118.3690
230220507,2023-11-07,2023-11-07,1120,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,B,1800 W  6TH                          ST,34.0580,-118.2715
230716793,2023-11-07,2023-05-16,1200,7,Wilshire,354,THEFT OF IDENTITY,31,M,O,1400 S  FAIRFAX                      AV,34.0515,-118.3666
230123589,2023-11-07,2023-11-07,1328,1,Central,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",61,M,F,900 W  TEMPLE                       ST,34.0607,-118.2494
230220548,2023-11-07,2023-11-07,1530,2,Rampart,625,OTHER ASSAULT,66,F,W,1600    BELLEVUE                     AV,34.0698,-118.2595
230414210,2023-11-07,2023-11-07,2150,4,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,M,H,2500    MICHIGAN                     AV,34.0447,-118.2075
230123554,2023-11-07,2023-11-07,1100,1,Central,624,BATTERY - SIMPLE ASSAULT,29,M,H,600 W  9TH                          ST,34.0451,-118.2604
230220637,2023-11-07,2023-11-06,2330,2,Rampart,330,BURGLARY FROM VEHICLE,26,M,O,6TH                          ST,34.0535,-118.2608
230220519,2023-11-07,2023-09-27,1200,2,Rampart,662,"BUNCO, GRAND THEFT",52,M,W,400    ROSENELL                     TR,34.0714,-118.2715
230220825,2023-11-07,2023-11-04,736,2,Rampart,354,THEFT OF IDENTITY,27,X,W,600    WITMER                       ST,34.0555,-118.2656
230816661,2023-11-07,2023-11-07,1340,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),29,M,W,10200    SANTA MONICA                 BL,34.0611,-118.4184
230617520,2023-11-07,2023-11-07,1110,6,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,1700 N  LAS PALMAS                   AV,34.1016,-118.3361
230123527,2023-11-07,2023-10-05,2023,1,Central,330,BURGLARY FROM VEHICLE,35,F,H,8TH                          ST,34.0459,-118.2579
230716799,2023-11-07,2023-11-07,1245,7,Wilshire,210,ROBBERY,25,M,H,8TH                          ST,34.0606,-118.3534
230220705,2023-11-07,2023-11-05,1720,2,Rampart,440,THEFT PLAIN - PETTY ($950 & UNDER),24,F,H,1400 W  3RD                          ST,34.0583,-118.2616
230123510,2023-11-07,2023-11-07,800,1,Central,624,BATTERY - SIMPLE ASSAULT,31,F,W,300 N  MAIN                         ST,34.0542,-118.2415
230220488,2023-11-07,2023-11-07,10,2,Rampart,624,BATTERY - SIMPLE ASSAULT,57,F,B,1200 W  7TH                          ST,34.0515,-118.2658
230716816,2023-11-07,2023-11-06,49,7,Wilshire,440,THEFT PLAIN - PETTY ($950 & UNDER),31,M,W,1600 S  LA BREA                      AV,34.0457,-118.3455
230123528,2023-11-07,2023-11-06,1500,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,F,H,700 S  FIGUEROA                     ST,34.0483,-118.2631
230716841,2023-11-07,2023-11-07,330,7,Wilshire,310,BURGLARY,22,X,X,7400    MELROSE                      AV,34.0836,-118.3511
230123530,2023-11-07,2023-11-04,1,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,M,W,6TH                          ST,34.0480,-118.2542
230414179,2023-11-07,2023-10-26,910,4,Hollenbeck,440,THEFT PLAIN - PETTY ($950 & UNDER),22,M,W,2500    GLEASON                      AV,34.0424,-118.2092
230701020,2023-11-07,2023-11-07,1530,7,Wilshire,354,THEFT OF IDENTITY,35,M,H,400 N  HAYWORTH                     AV,34.0782,-118.3627
230123576,2023-11-07,2023-11-07,1505,1,Central,888,TRESPASSING,0,X,X,600 S  FIGUEROA                     ST,34.0508,-118.2586
230716857,2023-11-07,2023-11-07,2010,7,Wilshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),25,M,W,MARTEL,34.0762,-118.3511
230716867,2023-11-07,2023-11-06,2100,7,Wilshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,H,WILSHIRE,34.0627,-118.3593
230220501,2023-11-07,2023-11-06,1255,2,Rampart,888,TRESPASSING,0,X,X,1600    WILSHIRE                     BL,34.0554,-118.2702
230617493,2023-11-07,2023-11-06,1700,6,Hollywood,510,VEHICLE - STOLEN,0,X,X,1300    WILCOX                       AV,34.0943,-118.3310
230123479,2023-11-07,2023-11-07,40,1,Central,510,VEHICLE - STOLEN,0,X,X,400 S  HILL                         ST,34.0519,-118.2531
230123487,2023-11-07,2023-11-07,2325,1,Central,310,BURGLARY,0,X,X,1100 S  MAIN                         ST,34.0391,-118.2582
230617541,2023-11-07,2023-11-07,2045,6,Hollywood,860,BATTERY WITH SEXUAL CONTACT,31,F,W,MANSFIELD                    AV,34.0962,-118.3490
230716822,2023-11-07,2023-11-07,1015,7,Wilshire,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X,X,8000    BEVERLY                      BL,34.0761,-118.3637
230123537,2023-11-07,2023-11-07,1415,1,Central,624,BATTERY - SIMPLE ASSAULT,40,M,O,5TH,34.0460,-118.2493
230617538,2023-11-07,2023-11-07,1720,6,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,7200 W  SUNSET                       BL,34.0980,-118.3471
230123535,2023-11-07,2023-11-07,1030,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,A,1000 S  BROADWAY,34.0409,-118.2574
230816582,2023-11-07,2023-11-07,41,8,West LA,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,1000    BROXTON                      AV,34.0626,-118.4470
230319781,2023-11-07,2023-11-01,2130,3,Southwest,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39,F,B,3800    LOCKLAND                     DR,34.0092,-118.3404
230716791,2023-11-07,2023-11-07,540,7,Wilshire,901,VIOLATION OF RESTRAINING ORDER,65,F,H,1100 S  MULLEN                       AV,34.0524,-118.3343
230319683,2023-11-07,2023-07-09,2035,3,Southwest,354,THEFT OF IDENTITY,61,F,B,4100    SOMERSET                     DR,34.0116,-118.3412
230123579,2023-11-07,2023-11-07,1505,1,Central,888,TRESPASSING,0,X,X,600 S  FIGUEROA                     ST,34.0508,-118.2586
230123509,2023-11-07,2023-11-06,1000,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48,F,H,400 S  MAIN                         ST,34.0478,-118.2484
230123545,2023-11-07,2023-11-07,1455,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,700 S  FIGUEROA                     ST,34.0483,-118.2631
230123544,2023-11-07,2023-10-18,1600,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),26,M,A,700 S  GRAND                        AV,34.0473,-118.2566
230716838,2023-11-07,2023-11-07,1855,7,Wilshire,210,ROBBERY,22,X,X,400 N  FAIRFAX                      AV,34.0782,-118.3695
230716877,2023-11-07,2023-11-07,650,7,Wilshire,762,LEWD CONDUCT,68,F,H,1400    WEST                         BL,34.0496,-118.3425
230414172,2023-11-07,2023-11-07,800,4,Hollenbeck,510,VEHICLE - STOLEN,0,X,X,ECHANDIA                     ST,34.0542,-118.2173
230319354,2023-11-07,2023-11-06,2045,3,Southwest,510,VEHICLE - STOLEN,0,X,X,3800    SANTA ROSALIA                DR,34.0104,-118.3398
230816585,2023-11-07,2023-11-07,1255,8,West LA,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,W,10300    SANTA MONICA                 BL,34.0587,-118.4219
230123572,2023-11-07,2023-11-07,1440,1,Central,888,TRESPASSING,0,X,X,600 S  FIGUEROA                     ST,34.0508,-118.2586
232116192,2023-11-08,2023-11-08,100,21,Topanga,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,48,F,W,6800    INDEPENDENCE                 AV,34.1938,-118.5906
230916156,2023-11-08,2023-10-09,1700,9,Van Nuys,330,BURGLARY FROM VEHICLE,24,F,W,RIVERSIDE                    DR,34.1576,-118.4465
232116208,2023-11-08,2023-11-08,1300,21,Topanga,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,43,F,W,21200    KITTRIDGE                    ST,34.1913,-118.5942
231916325,2023-11-08,2023-11-07,1515,19,Mission,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,O,8400    VAN NUYS                     BL,34.2229,-118.4487
230916155,2023-11-08,2023-11-07,1800,9,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,M,W,14000    BURBANK                      BL,34.1721,-118.4378
232116278,2023-11-08,2023-11-03,1500,21,Topanga,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,ERWIN                        ST,34.1829,-118.6015
232116219,2023-11-08,2023-11-08,1820,21,Topanga,330,BURGLARY FROM VEHICLE,24,M,W,6400    CANOGA                       AV,34.1865,-118.5975
230916153,2023-11-08,2023-11-07,1530,9,Van Nuys,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",75,F,W,14000    RIVERSIDE                    DR,34.1576,-118.4387
230916134,2023-11-08,2023-10-12,1110,9,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),48,M,W,4400    MATILIJA                     AV,34.1504,-118.4341
230916142,2023-11-08,2023-11-06,1005,9,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,M,O,6200    MORSE                        AV,34.1860,-118.4159
231517268,2023-11-08,2023-10-30,1835,15,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",76,M,W,SATSUMA                      AV,34.1681,-118.3676
231320311,2023-11-08,2023-11-08,1110,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,300 W  MARTIN LUTHER KING JR        BL,34.0111,-118.2783
231916379,2023-11-08,2023-11-08,1605,19,Mission,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",48,M,X,7800    VAN NUYS                     BL,34.2153,-118.4409
231517287,2023-11-08,2023-11-07,2100,15,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,M,H,11400    MAGNOLIA                     BL,34.1650,-118.3790
232017838,2023-11-08,2023-11-05,1730,20,Olympic,354,THEFT OF IDENTITY,24,M,K,500 S  ALEXANDRIA                   AV,34.0654,-118.2979
230916125,2023-11-08,2023-11-07,1800,9,Van Nuys,510,VEHICLE - STOLEN,0,X,X,14200    BURBANK                      BL,34.1721,-118.4422
230916148,2023-11-08,2023-10-20,800,9,Van Nuys,649,DOCUMENT FORGERY / STOLEN FELONY,57,F,W,14400    HUSTON                       ST,34.1594,-118.4465
231015686,2023-11-08,2023-11-08,1510,10,West Valley,354,THEFT OF IDENTITY,44,F,B,5600    YOLANDA                      AV,34.1723,-118.5407
231517254,2023-11-08,2023-10-22,1500,15,N Hollywood,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X,X,12100    VENTURA                      BL,34.1436,-118.3953
230916157,2023-11-08,2023-11-08,1230,9,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",49,M,W,14000    VALLEYHEART                  DR,34.1548,-118.4380
231717356,2023-11-08,2023-11-08,1850,17,Devonshire,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,38,F,H,KINGSBURY,34.2636,-118.5067
232017720,2023-11-08,2023-11-07,1500,20,Olympic,354,THEFT OF IDENTITY,63,M,K,400 N  VAN NESS                     AV,34.0785,-118.3157
231517249,2023-11-08,2023-11-08,750,15,N Hollywood,624,BATTERY - SIMPLE ASSAULT,34,F,H,5300    LANKERSHIM                   BL,34.1720,-118.3789
231517233,2023-11-08,2023-11-07,2140,15,N Hollywood,888,TRESPASSING,31,M,B,3500    WOODHILL CANYON              PL,34.1360,-118.3975
232116201,2023-11-08,2023-11-04,1440,21,Topanga,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,F,H,6600    TOPANGA CANYON               BL,34.1904,-118.6059
230716918,2023-11-08,2023-11-06,1100,7,Wilshire,662,"BUNCO, GRAND THEFT",42,M,B,1400 S  POINT VIEW                   ST,34.0522,-118.3700
232116230,2023-11-08,2023-11-08,1525,21,Topanga,310,BURGLARY,62,M,O,5100    LLANO                        DR,34.1615,-118.6111
231420007,2023-11-08,2023-11-08,1535,14,Pacific,520,VEHICLE - ATTEMPT STOLEN,45,M,W,GATEWAY                      BL,34.0274,-118.4437
231517284,2023-11-08,2023-11-05,1700,15,N Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,F,B,11000    MAGNOLIA                     BL,34.1667,-118.3702
232116235,2023-11-08,2023-11-08,1041,21,Topanga,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,6600    TOPANGA CANYON               BL,34.1904,-118.6059
231015625,2023-11-08,2023-11-07,2000,10,West Valley,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,18600    HATTERAS                     ST,34.1774,-118.5387
231517247,2023-11-08,2023-11-04,1950,15,N Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,12100    VENTURA                      BL,34.1436,-118.3953
231916383,2023-11-08,2023-11-08,2200,19,Mission,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,49,F,H,10100 N  SEPULVEDA                    BL,34.2536,-118.4674
231517296,2023-11-08,2023-11-07,2200,15,N Hollywood,510,VEHICLE - STOLEN,0,X,X,11000    MAGNOLIA                     BL,34.1667,-118.3702
230916150,2023-11-08,2023-04-19,1200,9,Van Nuys,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,67,M,W,4500    WOODMAN                      AV,34.1530,-118.4312
